"genres","href","id","image_height","image_url","image_width","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","genre","max_height"
"australian pop","https://api.spotify.com/v1/artists/2AsusXITU8P25dlRNhcAbG","2AsusXITU8P25dlRNhcAbG",665,"https://i.scdn.co/image/713664fded8bdd28ed84f4b2054815af92999b9c",999,"Gotye",68,"artist","spotify:artist:2AsusXITU8P25dlRNhcAbG","https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG",NA,2335078,"Pop",665
"c(""atl hip hop"", ""contemporary r&b"", ""dance pop"", ""hip hop"", ""hip pop"", ""neo soul"", ""pop rap"", ""r&b"", ""southern hip hop"", ""urban contemporary"")","https://api.spotify.com/v1/artists/7Aq8lpLMSt1Zxu56pe9bmp","7Aq8lpLMSt1Zxu56pe9bmp",640,"https://i.scdn.co/image/ab6761610000e5eb2bb45e7d9626f2fec4b6465f",640,"Jagged Edge",63,"artist","spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp","https://open.spotify.com/artist/7Aq8lpLMSt1Zxu56pe9bmp",NA,1922630,"Pop",640
"c(""alternative r&b"", ""bedroom soul"", ""chill r&b"", ""indie r&b"", ""pop"", ""r&b"")","https://api.spotify.com/v1/artists/4ClziihVpBeFXNyDH83Lde","4ClziihVpBeFXNyDH83Lde",640,"https://i.scdn.co/image/ab6761610000e5eb90f9e918905b5509f118e09b",640,"UMI",64,"artist","spotify:artist:4ClziihVpBeFXNyDH83Lde","https://open.spotify.com/artist/4ClziihVpBeFXNyDH83Lde",NA,787149,"Pop",640
"bow pop","https://api.spotify.com/v1/artists/6MERXsiRbur2oJZFgYRDKz","6MERXsiRbur2oJZFgYRDKz",640,"https://i.scdn.co/image/ab6761610000e5eb15ea9aa08b96f51e3bacf0cd",640,"Vitamin String Quartet",63,"artist","spotify:artist:6MERXsiRbur2oJZFgYRDKz","https://open.spotify.com/artist/6MERXsiRbur2oJZFgYRDKz",NA,651557,"Pop",640
"c(""dubstep"", ""edm"", ""electro house"", ""electropop"", ""future bass"", ""melodic dubstep"", ""pop dance"", ""pop edm"", ""progressive trance"", ""tropical house"")","https://api.spotify.com/v1/artists/6fcTRFpz0yH79qSKfof7lp","6fcTRFpz0yH79qSKfof7lp",640,"https://i.scdn.co/image/ab6761610000e5eb0e2455fef5a36516cb23269d",640,"Seven Lions",62,"artist","spotify:artist:6fcTRFpz0yH79qSKfof7lp","https://open.spotify.com/artist/6fcTRFpz0yH79qSKfof7lp",NA,448313,"Pop",640
"c(""dance pop"", ""post-teen pop"")","https://api.spotify.com/v1/artists/1KYszkVzlhV3rAqmAcYIgd","1KYszkVzlhV3rAqmAcYIgd",667,"https://i.scdn.co/image/a14453943d48ffbc59b889bf6b10a80bb6e5c573",1000,"Victorious Cast",61,"artist","spotify:artist:1KYszkVzlhV3rAqmAcYIgd","https://open.spotify.com/artist/1KYszkVzlhV3rAqmAcYIgd",NA,1820982,"Pop",667
"c(""british soul"", ""dance pop"")","https://api.spotify.com/v1/artists/4fwuXg6XQHfdlOdmw36OHa","4fwuXg6XQHfdlOdmw36OHa",640,"https://i.scdn.co/image/ab6761610000e5ebb893cc92ebf5f0542a205eb0",640,"Paloma Faith",72,"artist","spotify:artist:4fwuXg6XQHfdlOdmw36OHa","https://open.spotify.com/artist/4fwuXg6XQHfdlOdmw36OHa",NA,1139418,"Pop",640
"c(""alternative r&b"", ""pop"", ""r&b"")","https://api.spotify.com/v1/artists/30DhU7BDmF4PH0JVhu8ZRg","30DhU7BDmF4PH0JVhu8ZRg",640,"https://i.scdn.co/image/ab6761610000e5eb4ed63962edc0f1817bc349fb",640,"Sabrina Claudio",64,"artist","spotify:artist:30DhU7BDmF4PH0JVhu8ZRg","https://open.spotify.com/artist/30DhU7BDmF4PH0JVhu8ZRg",NA,1482927,"Pop",640
"c(""neo mellow"", ""piano rock"", ""pop rock"")","https://api.spotify.com/v1/artists/53A0W3U0s8diEn9RhXQhVz","53A0W3U0s8diEn9RhXQhVz",640,"https://i.scdn.co/image/ab6761610000e5eb6fa4f7efaf78eb1bc0486d27",640,"Keane",74,"artist","spotify:artist:53A0W3U0s8diEn9RhXQhVz","https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz",NA,2787986,"Pop",640
"c(""aussietronica"", ""australian hip hop"", ""australian pop"", ""brisbane indie"", ""indie pop"")","https://api.spotify.com/v1/artists/4OSArit7O2Jaj4mgf3YN7A","4OSArit7O2Jaj4mgf3YN7A",640,"https://i.scdn.co/image/ab6761610000e5ebfb9f0f05c444f5ee52814bdd",640,"Mallrat",65,"artist","spotify:artist:4OSArit7O2Jaj4mgf3YN7A","https://open.spotify.com/artist/4OSArit7O2Jaj4mgf3YN7A",NA,191505,"Pop",640
"c(""dance pop"", ""latin pop"", ""mexican pop"")","https://api.spotify.com/v1/artists/23wEWD21D4TPYiJugoXmYb","23wEWD21D4TPYiJugoXmYb",640,"https://i.scdn.co/image/ab6761610000e5eb103a37408d5e7acc342d109d",640,"Thalia",71,"artist","spotify:artist:23wEWD21D4TPYiJugoXmYb","https://open.spotify.com/artist/23wEWD21D4TPYiJugoXmYb",NA,4395467,"Pop",640
"c(""pop"", ""pop r&b"", ""pop rap"", ""r&b"", ""rap"", ""rap latina"", ""urban contemporary"")","https://api.spotify.com/v1/artists/0XIKGBo9PnK1ApI5tZA60d","0XIKGBo9PnK1ApI5tZA60d",640,"https://i.scdn.co/image/ab6761610000e5eb22b2d4713c50ae25a7201429",640,"DaniLeigh",62,"artist","spotify:artist:0XIKGBo9PnK1ApI5tZA60d","https://open.spotify.com/artist/0XIKGBo9PnK1ApI5tZA60d",NA,1093373,"Pop",640
"c(""indie garage rock"", ""indie pop"")","https://api.spotify.com/v1/artists/5J3QKfJDFyjR3Q2qRcRaIU","5J3QKfJDFyjR3Q2qRcRaIU",640,"https://i.scdn.co/image/ab6761610000e5eb67f770ec9b98ffb1e6a1edfb",640,"Pity Party (Girls Club)",64,"artist","spotify:artist:5J3QKfJDFyjR3Q2qRcRaIU","https://open.spotify.com/artist/5J3QKfJDFyjR3Q2qRcRaIU",NA,66906,"Pop",640
"c(""indie pop"", ""modern alternative rock"", ""modern rock"", ""rock"")","https://api.spotify.com/v1/artists/2D4FOOOtWycb3Aw9nY5n3c","2D4FOOOtWycb3Aw9nY5n3c",640,"https://i.scdn.co/image/ab6761610000e5ebb6b72d5ce4ea0f42585a6364",640,"Declan McKenna",66,"artist","spotify:artist:2D4FOOOtWycb3Aw9nY5n3c","https://open.spotify.com/artist/2D4FOOOtWycb3Aw9nY5n3c",NA,881937,"Pop",640
"c(""alt z"", ""indie pop"", ""modern rock"", ""rock"")","https://api.spotify.com/v1/artists/0Raaw7kr1Vzat4ZvHzjsJR","0Raaw7kr1Vzat4ZvHzjsJR",640,"https://i.scdn.co/image/ab6761610000e5eb50b29f92a6352b0c56c97905",640,"I DONT KNOW HOW BUT THEY FOUND ME",63,"artist","spotify:artist:0Raaw7kr1Vzat4ZvHzjsJR","https://open.spotify.com/artist/0Raaw7kr1Vzat4ZvHzjsJR",NA,940293,"Pop",640
"c(""alt z"", ""art pop"", ""electropop"", ""indie pop"", ""indie poptimism"", ""nyc pop"", ""pop"")","https://api.spotify.com/v1/artists/6beUvFUlKliUYJdLOXNj9C","6beUvFUlKliUYJdLOXNj9C",640,"https://i.scdn.co/image/ab6761610000e5ebdced725bdaf4014fdf5c3238",640,"King Princess",62,"artist","spotify:artist:6beUvFUlKliUYJdLOXNj9C","https://open.spotify.com/artist/6beUvFUlKliUYJdLOXNj9C",NA,1655675,"Pop",640
"c(""alt z"", ""bedroom pop"", ""indie pop"")","https://api.spotify.com/v1/artists/3P4vW5tzQvmuoNaFQqzy9q","3P4vW5tzQvmuoNaFQqzy9q",640,"https://i.scdn.co/image/ab6761610000e5eb439e58a8522b25d500442663",640,"chloe moriondo",62,"artist","spotify:artist:3P4vW5tzQvmuoNaFQqzy9q","https://open.spotify.com/artist/3P4vW5tzQvmuoNaFQqzy9q",NA,625160,"Pop",640
"c(""neo mellow"", ""pop rock"")","https://api.spotify.com/v1/artists/5DYAABs8rkY9VhwtENoQCz","5DYAABs8rkY9VhwtENoQCz",640,"https://i.scdn.co/image/ab6761610000e5eb1687995a9c0172c195049cb1",640,"Gavin DeGraw",63,"artist","spotify:artist:5DYAABs8rkY9VhwtENoQCz","https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz",NA,1245798,"Pop",640
"c(""alternative rock"", ""indie rock"", ""melancholia"", ""pop rock"", ""rock"", ""singer-songwriter"")","https://api.spotify.com/v1/artists/2ApaG60P4r0yhBoDCGD8YG","2ApaG60P4r0yhBoDCGD8YG",640,"https://i.scdn.co/image/ab6761610000e5eb079739b801ab3f105866b76f",640,"Elliott Smith",65,"artist","spotify:artist:2ApaG60P4r0yhBoDCGD8YG","https://open.spotify.com/artist/2ApaG60P4r0yhBoDCGD8YG",NA,868363,"Pop",640
"c(""adult standards"", ""brill building pop"", ""folk rock"", ""mellow gold"", ""singer-songwriter"", ""soft rock"", ""yacht rock"")","https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes","7mEIug7XUlQHikrFxjTWes",640,"https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12",480,"Neil Diamond",69,"artist","spotify:artist:7mEIug7XUlQHikrFxjTWes","https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes",NA,2236715,"Pop",640
"c(""album rock"", ""classic rock"", ""hard rock"", ""heartland rock"", ""mellow gold"", ""new wave pop"", ""rock"", ""soft rock"")","https://api.spotify.com/v1/artists/34jw2BbxjoYalTp8cJFCPv","34jw2BbxjoYalTp8cJFCPv",626,"https://i.scdn.co/image/1c145626e516a6817c43e7eab2b1cc3a5a9562a8",1000,"Heart",67,"artist","spotify:artist:34jw2BbxjoYalTp8cJFCPv","https://open.spotify.com/artist/34jw2BbxjoYalTp8cJFCPv",NA,2165466,"Pop",626
"c(""conscious hip hop"", ""hip hop"", ""pop rap"", ""rap"")","https://api.spotify.com/v1/artists/7EWU4FhUJM1sZQgQKdENeT","7EWU4FhUJM1sZQgQKdENeT",640,"https://i.scdn.co/image/ab6761610000e5eb88dc07cec6d64493301c4fd1",640,"Hopsin",63,"artist","spotify:artist:7EWU4FhUJM1sZQgQKdENeT","https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT",NA,2381799,"Pop",640
"c(""belgian pop"", ""g-house"")","https://api.spotify.com/v1/artists/5j4HeCoUlzhfWtjAfM1acR","5j4HeCoUlzhfWtjAfM1acR",640,"https://i.scdn.co/image/ab6761610000e5eb5e22bd1057446fccb9fce27c",640,"Stromae",75,"artist","spotify:artist:5j4HeCoUlzhfWtjAfM1acR","https://open.spotify.com/artist/5j4HeCoUlzhfWtjAfM1acR",NA,2811929,"Pop",640
"c(""k-pop"", ""pop"")","https://api.spotify.com/v1/artists/7cVZApDoQZpS447nHTsNqu","7cVZApDoQZpS447nHTsNqu",640,"https://i.scdn.co/image/ab6761610000e5eb05cead99b1a81b82a9a42838",640,"LeeHi",68,"artist","spotify:artist:7cVZApDoQZpS447nHTsNqu","https://open.spotify.com/artist/7cVZApDoQZpS447nHTsNqu",NA,1443046,"Pop",640
"c(""folk-pop"", ""neo mellow"", ""pop rock"")","https://api.spotify.com/v1/artists/6p5JxpTc7USNnBnLzctyd4","6p5JxpTc7USNnBnLzctyd4",640,"https://i.scdn.co/image/ab6761610000e5eb2ff4279e2084771e59a22387",640,"Phillip Phillips",63,"artist","spotify:artist:6p5JxpTc7USNnBnLzctyd4","https://open.spotify.com/artist/6p5JxpTc7USNnBnLzctyd4",NA,1031127,"Pop",640
"c(""k-pop"", ""pop"")","https://api.spotify.com/v1/artists/3qNVuliS40BLgXGxhdBdqu","3qNVuliS40BLgXGxhdBdqu",640,"https://i.scdn.co/image/ab6761610000e5ebb29975f8b42bcba1eae62577",640,"TAEYEON",69,"artist","spotify:artist:3qNVuliS40BLgXGxhdBdqu","https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu",NA,2666522,"Pop",640
"c(""indie poptimism"", ""indie rock"", ""indietronica"", ""la indie"", ""modern alternative rock"", ""modern rock"", ""rock"", ""stomp and holler"")","https://api.spotify.com/v1/artists/3kVUvbeRdcrqQ3oHk5hPdx","3kVUvbeRdcrqQ3oHk5hPdx",640,"https://i.scdn.co/image/ab6761610000e5eb515b012eec849c8c5b844121",640,"Grouplove",64,"artist","spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx","https://open.spotify.com/artist/3kVUvbeRdcrqQ3oHk5hPdx",NA,1121969,"Pop",640
"c(""alt z"", ""pop"", ""post-teen pop"")","https://api.spotify.com/v1/artists/6oWOHAOyBUn6aJlKIPJK9r","6oWOHAOyBUn6aJlKIPJK9r",640,"https://i.scdn.co/image/ab6761610000e5eb09037bfe3822f2717b5e46e0",640,"Leah Kate",64,"artist","spotify:artist:6oWOHAOyBUn6aJlKIPJK9r","https://open.spotify.com/artist/6oWOHAOyBUn6aJlKIPJK9r",NA,142222,"Pop",640
"indie pop","https://api.spotify.com/v1/artists/1vkWdqcabQ1swciXipkLBj","1vkWdqcabQ1swciXipkLBj",640,"https://i.scdn.co/image/ab6761610000e5eb13dca758fb8c29f270c3ef29",640,"awfultune",65,"artist","spotify:artist:1vkWdqcabQ1swciXipkLBj","https://open.spotify.com/artist/1vkWdqcabQ1swciXipkLBj",NA,315165,"Pop",640
"c(""bergen indie"", ""electropop"", ""nz pop"")","https://api.spotify.com/v1/artists/6hk7Yq1DU9QcCCrz9uc0Ti","6hk7Yq1DU9QcCCrz9uc0Ti",640,"https://i.scdn.co/image/ab6761610000e5eb5e92b1ddbbbc66454d44a2c4",640,"Kimbra",69,"artist","spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","https://open.spotify.com/artist/6hk7Yq1DU9QcCCrz9uc0Ti",NA,396062,"Pop",640
"c(""new romantic"", ""new wave"", ""new wave pop"", ""permanent wave"", ""pop rock"", ""soft rock"", ""synthpop"")","https://api.spotify.com/v1/artists/2jzc5TC5TVFLXQlBNiIUzE","2jzc5TC5TVFLXQlBNiIUzE",640,"https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067",640,"a-ha",72,"artist","spotify:artist:2jzc5TC5TVFLXQlBNiIUzE","https://open.spotify.com/artist/2jzc5TC5TVFLXQlBNiIUzE",NA,1908147,"Pop",640
"c(""alt z"", ""indie pop"", ""pop"", ""post-teen pop"", ""uk pop"")","https://api.spotify.com/v1/artists/2RVvqRBon9NgaGXKfywDSs","2RVvqRBon9NgaGXKfywDSs",640,"https://i.scdn.co/image/ab6761610000e5ebb22bbb3a26e8b3d6ed50d7ab",640,"Maisie Peters",65,"artist","spotify:artist:2RVvqRBon9NgaGXKfywDSs","https://open.spotify.com/artist/2RVvqRBon9NgaGXKfywDSs",NA,444654,"Pop",640
"c(""contemporary country"", ""country"", ""country pop"")","https://api.spotify.com/v1/artists/6BpvASijzSWj7gnZD4Dvf1","6BpvASijzSWj7gnZD4Dvf1",640,"https://i.scdn.co/image/ab6761610000e5eba6b478a157e0aa091317ced8",640,"Priscilla Block",59,"artist","spotify:artist:6BpvASijzSWj7gnZD4Dvf1","https://open.spotify.com/artist/6BpvASijzSWj7gnZD4Dvf1",NA,82684,"Pop",640
"c(""modern rock"", ""pixie"", ""pop emo"", ""pop punk"")","https://api.spotify.com/v1/artists/6oFs3qk4VepIVFdoD4jmsy","6oFs3qk4VepIVFdoD4jmsy",640,"https://i.scdn.co/image/ab6761610000e5eb17bc62067f0a92bfb0ceadf7",640,"PVRIS",64,"artist","spotify:artist:6oFs3qk4VepIVFdoD4jmsy","https://open.spotify.com/artist/6oFs3qk4VepIVFdoD4jmsy",NA,620428,"Pop",640
"c(""bass trap"", ""brostep"", ""edm"", ""electro house"", ""electronic trap"", ""pop dance"")","https://api.spotify.com/v1/artists/76M2Ekj8bG8W7X2nbx2CpF","76M2Ekj8bG8W7X2nbx2CpF",640,"https://i.scdn.co/image/ab6761610000e5eb466d14e7d8546d3b51368157",640,"NGHTMRE",63,"artist","spotify:artist:76M2Ekj8bG8W7X2nbx2CpF","https://open.spotify.com/artist/76M2Ekj8bG8W7X2nbx2CpF",NA,440785,"Pop",640
"c(""afrofuturism"", ""alternative r&b"", ""dance pop"", ""escape room"", ""hip pop"", ""indie soul"", ""neo soul"", ""r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/2auiVi8sUZo17dLy1HwrTU","2auiVi8sUZo17dLy1HwrTU",640,"https://i.scdn.co/image/ab6761610000e5eb631cf0aa859e5a20e836f14f",640,"Solange",63,"artist","spotify:artist:2auiVi8sUZo17dLy1HwrTU","https://open.spotify.com/artist/2auiVi8sUZo17dLy1HwrTU",NA,1890684,"Pop",640
"c(""chill r&b"", ""nyc pop"", ""pop"")","https://api.spotify.com/v1/artists/70NcAr4ZtA3FAqU16iQZSb","70NcAr4ZtA3FAqU16iQZSb",640,"https://i.scdn.co/image/ab6761610000e5eb9d9fb46b69bfb485f8872d02",640,"dhruv",70,"artist","spotify:artist:70NcAr4ZtA3FAqU16iQZSb","https://open.spotify.com/artist/70NcAr4ZtA3FAqU16iQZSb",NA,409535,"Pop",640
"c(""acoustic pop"", ""indie folk"", ""neo mellow"", ""new americana"", ""stomp and holler"")","https://api.spotify.com/v1/artists/6DoH7ywD5BcQvjloe9OcIj","6DoH7ywD5BcQvjloe9OcIj",640,"https://i.scdn.co/image/ab6761610000e5eb44ede429cd4a7a2bda7e6156",640,"Ray LaMontagne",65,"artist","spotify:artist:6DoH7ywD5BcQvjloe9OcIj","https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj",NA,961151,"Pop",640
"c(""art pop"", ""experimental folk"", ""indie pop"")","https://api.spotify.com/v1/artists/3Uqu1mEdkUJxPe7s31n1M9","3Uqu1mEdkUJxPe7s31n1M9",640,"https://i.scdn.co/image/ab6761610000e5eb92b2757e7003d4f77e5a5d05",640,"Weyes Blood",63,"artist","spotify:artist:3Uqu1mEdkUJxPe7s31n1M9","https://open.spotify.com/artist/3Uqu1mEdkUJxPe7s31n1M9",NA,319492,"Pop",640
"c(""dirty south rap"", ""gangster rap"", ""hip hop"", ""miami hip hop"", ""pop rap"", ""r&b"", ""rap"", ""southern hip hop"", ""trap"", ""urban contemporary"")","https://api.spotify.com/v1/artists/3jksrX4oBklxR78ft8gv3j","3jksrX4oBklxR78ft8gv3j",640,"https://i.scdn.co/image/ab6761610000e5eb0c7b5904dc0ee47d9407a19c",640,"Plies",63,"artist","spotify:artist:3jksrX4oBklxR78ft8gv3j","https://open.spotify.com/artist/3jksrX4oBklxR78ft8gv3j",NA,1704828,"Pop",640
"c(""edm"", ""electropop"", ""hyperpop"", ""indie poptimism"", ""vapor twitch"")","https://api.spotify.com/v1/artists/0vqJkZ0RpLZixt3lTmD8vP","0vqJkZ0RpLZixt3lTmD8vP",640,"https://i.scdn.co/image/ab6761610000e5eb46a055ed60b32389c6dbd142",640,"Whethan",63,"artist","spotify:artist:0vqJkZ0RpLZixt3lTmD8vP","https://open.spotify.com/artist/0vqJkZ0RpLZixt3lTmD8vP",NA,253487,"Pop",640
"c(""comedy rap"", ""pop rap"", ""rap"")","https://api.spotify.com/v1/artists/1tqhsYv8yBBdwANFNzHtcr","1tqhsYv8yBBdwANFNzHtcr",640,"https://i.scdn.co/image/ab6761610000e5eb6a2d6dc14edc0c58cfee9683",640,"Lil Dicky",62,"artist","spotify:artist:1tqhsYv8yBBdwANFNzHtcr","https://open.spotify.com/artist/1tqhsYv8yBBdwANFNzHtcr",NA,1921184,"Pop",640
"c(""alternative metal"", ""pop punk"", ""punk"", ""screamo"", ""skate punk"")","https://api.spotify.com/v1/artists/19I4tYiChJoxEO5EuviXpz","19I4tYiChJoxEO5EuviXpz",640,"https://i.scdn.co/image/ab6761610000e5ebbdecf4762da0117e96e03fb8",640,"AFI",62,"artist","spotify:artist:19I4tYiChJoxEO5EuviXpz","https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz",NA,820798,"Pop",640
"c(""afrofuturism"", ""alternative r&b"", ""atl hip hop"", ""electropop"", ""escape room"", ""neo soul"", ""pop"")","https://api.spotify.com/v1/artists/6ueGR6SWhUJfvEhqkvMsVs","6ueGR6SWhUJfvEhqkvMsVs",640,"https://i.scdn.co/image/ab6761610000e5eb3ea2c03525939b482f8d3bfd",640,"Janelle Monáe",66,"artist","spotify:artist:6ueGR6SWhUJfvEhqkvMsVs","https://open.spotify.com/artist/6ueGR6SWhUJfvEhqkvMsVs",NA,1286733,"Pop",640
"c(""deep underground hip hop"", ""oc rap"", ""pop r&b"")","https://api.spotify.com/v1/artists/5XDJlfdfbGNJrOJJNxTcdq","5XDJlfdfbGNJrOJJNxTcdq",640,"https://i.scdn.co/image/ab6761610000e5eb233bf5277beccb9d8d00b7ea",640,"Phora",61,"artist","spotify:artist:5XDJlfdfbGNJrOJJNxTcdq","https://open.spotify.com/artist/5XDJlfdfbGNJrOJJNxTcdq",NA,790475,"Pop",640
"pop rap","https://api.spotify.com/v1/artists/5ghnxpW47ojtLHHyTLdxdY","5ghnxpW47ojtLHHyTLdxdY",640,"https://i.scdn.co/image/ab6761610000e5eb7b1a285718dc71b9d7bbcd04",640,"Witt Lowry",65,"artist","spotify:artist:5ghnxpW47ojtLHHyTLdxdY","https://open.spotify.com/artist/5ghnxpW47ojtLHHyTLdxdY",NA,549105,"Pop",640
"c(""alternative rock"", ""indie pop"", ""indie rock"", ""rock"")","https://api.spotify.com/v1/artists/5PbpKlxQE0Ktl5lcNABoFf","5PbpKlxQE0Ktl5lcNABoFf",640,"https://i.scdn.co/image/ab6761610000e5eb592a703f8e58df5e1176f6ff",640,"Car Seat Headrest",62,"artist","spotify:artist:5PbpKlxQE0Ktl5lcNABoFf","https://open.spotify.com/artist/5PbpKlxQE0Ktl5lcNABoFf",NA,565819,"Pop",640
"pop rap","https://api.spotify.com/v1/artists/5ghnxpW47ojtLHHyTLdxdY","5ghnxpW47ojtLHHyTLdxdY",640,"https://i.scdn.co/image/ab6761610000e5eb7b1a285718dc71b9d7bbcd04",640,"Witt Lowry",65,"artist","spotify:artist:5ghnxpW47ojtLHHyTLdxdY","https://open.spotify.com/artist/5ghnxpW47ojtLHHyTLdxdY",NA,549105,"Pop",640
"c(""edm"", ""electro house"", ""house"", ""pop dance"")","https://api.spotify.com/v1/artists/7kNqXtgeIwFtelmRjWv205","7kNqXtgeIwFtelmRjWv205",640,"https://i.scdn.co/image/ab6761610000e5ebd303aa4b68de27fb783f5f73",640,"John Summit",67,"artist","spotify:artist:7kNqXtgeIwFtelmRjWv205","https://open.spotify.com/artist/7kNqXtgeIwFtelmRjWv205",NA,109571,"Pop",640
"c(""detroit hip hop"", ""gangster rap"", ""hip hop"", ""pop rap"", ""rap"")","https://api.spotify.com/v1/artists/5Qi4Bb7a8C0a00NZcA77L0","5Qi4Bb7a8C0a00NZcA77L0",640,"https://i.scdn.co/image/ab6761610000e5eb4f52827861ae9b860a5e62f6",640,"D12",66,"artist","spotify:artist:5Qi4Bb7a8C0a00NZcA77L0","https://open.spotify.com/artist/5Qi4Bb7a8C0a00NZcA77L0",NA,2642778,"Pop",640
"c(""edm"", ""electropop"", ""future bass"", ""melodic dubstep"", ""pop dance"", ""pop edm"", ""tropical house"")","https://api.spotify.com/v1/artists/4LZ4De2MoO3lP6QaNCfvcu","4LZ4De2MoO3lP6QaNCfvcu",640,"https://i.scdn.co/image/ab6761610000e5ebcd9e2b8f901285164a7fde6c",640,"Said The Sky",61,"artist","spotify:artist:4LZ4De2MoO3lP6QaNCfvcu","https://open.spotify.com/artist/4LZ4De2MoO3lP6QaNCfvcu",NA,262423,"Pop",640
"c(""contemporary country"", ""country"", ""country pop"", ""country road"")","https://api.spotify.com/v1/artists/4NsVVzuaZGk4aya8Pyacew","4NsVVzuaZGk4aya8Pyacew",640,"https://i.scdn.co/image/ab6761610000e5eba288d8c6d6cf9d1b2bd99ff6",640,"Adam Doleac",60,"artist","spotify:artist:4NsVVzuaZGk4aya8Pyacew","https://open.spotify.com/artist/4NsVVzuaZGk4aya8Pyacew",NA,54073,"Pop",640
"c(""alternative rock"", ""pop rock"")","https://api.spotify.com/v1/artists/2iEvnFsWxR0Syqu2JNopAd","2iEvnFsWxR0Syqu2JNopAd",640,"https://i.scdn.co/image/ab6761610000e5ebd58661b3aa9d077580e8aa4e",640,"Smash Mouth",66,"artist","spotify:artist:2iEvnFsWxR0Syqu2JNopAd","https://open.spotify.com/artist/2iEvnFsWxR0Syqu2JNopAd",NA,916279,"Pop",640
"c(""candy pop"", ""dance pop"", ""edm"", ""electropop"", ""metropopolis"", ""pop"", ""swedish electropop"", ""swedish synthpop"")","https://api.spotify.com/v1/artists/1VBflYyxBhnDc9uVib98rw","1VBflYyxBhnDc9uVib98rw",640,"https://i.scdn.co/image/ab6761610000e5eb243a07342d0b3dc13aefd3f5",640,"Icona Pop",67,"artist","spotify:artist:1VBflYyxBhnDc9uVib98rw","https://open.spotify.com/artist/1VBflYyxBhnDc9uVib98rw",NA,690443,"Pop",640
"c(""latin arena pop"", ""latin pop"", ""spanish pop"")","https://api.spotify.com/v1/artists/5M9Bb4adKAgrOFOhc05Y50","5M9Bb4adKAgrOFOhc05Y50",640,"https://i.scdn.co/image/ab6761610000e5eb603fdedea1dab4c77d7d8bcc",640,"Pablo Alborán",76,"artist","spotify:artist:5M9Bb4adKAgrOFOhc05Y50","https://open.spotify.com/artist/5M9Bb4adKAgrOFOhc05Y50",NA,4742672,"Pop",640
"c(""indie pop rap"", ""pop rap"")","https://api.spotify.com/v1/artists/1PDE2MIJ4M6uvFJDrslazf","1PDE2MIJ4M6uvFJDrslazf",640,"https://i.scdn.co/image/ab6761610000e5eb7509383e3f72364bfe4fcbf9",640,"Ryan Caraveo",59,"artist","spotify:artist:1PDE2MIJ4M6uvFJDrslazf","https://open.spotify.com/artist/1PDE2MIJ4M6uvFJDrslazf",NA,263006,"Pop",640
"c(""alt z"", ""electropop"", ""indie poptimism"", ""indiecoustica"", ""neo mellow"", ""pop"", ""pop rock"")","https://api.spotify.com/v1/artists/7r2uG6BlFXKcwmh9ItqlII","7r2uG6BlFXKcwmh9ItqlII",640,"https://i.scdn.co/image/ab6761610000e5ebca29ff8abe2646cd84ffe181",640,"Wrabel",64,"artist","spotify:artist:7r2uG6BlFXKcwmh9ItqlII","https://open.spotify.com/artist/7r2uG6BlFXKcwmh9ItqlII",NA,228225,"Pop",640
"c(""alternative metal"", ""alternative rock"", ""funk metal"", ""funk rock"", ""nu metal"", ""pop rock"", ""rap rock"", ""reggae fusion"", ""rock"")","https://api.spotify.com/v1/artists/41Q0HrwWBtuUkJc7C1Rp6K","41Q0HrwWBtuUkJc7C1Rp6K",640,"https://i.scdn.co/image/ab6761610000e5eb40d6cf99f1e4c6c8ad47411f",640,"311",62,"artist","spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K","https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K",NA,901988,"Pop",640
"c(""acoustic pop"", ""ectofolk"", ""indiecoustica"", ""lilith"", ""neo mellow"", ""pop rock"")","https://api.spotify.com/v1/artists/2vm8GdHyrJh2O2MfbQFYG0","2vm8GdHyrJh2O2MfbQFYG0",640,"https://i.scdn.co/image/ab6761610000e5ebce2bddb51f28c123a11dbec1",640,"Ingrid Michaelson",63,"artist","spotify:artist:2vm8GdHyrJh2O2MfbQFYG0","https://open.spotify.com/artist/2vm8GdHyrJh2O2MfbQFYG0",NA,788511,"Pop",640
